id,title,abstract,checked_by,kes_check,hji_check,curation_sum,number_of_checks,curation_score,kes_notes,hji_notes
24507755,Systematic characterization of small RNAome during zebrafish early developmental stages.,"<h4>Background</h4>During early vertebrate development, various small non-coding RNAs (sRNAs) such as MicroRNAs (miRNAs) and Piwi-interacting RNAs (piRNAs) are dynamically expressed for orchestrating the maternal-to-zygotic transition (MZT). Systematic analysis of expression profiles of zebrafish small RNAome will be greatly helpful for understanding the sRNA regulation during embryonic development.<h4>Results</h4>We first determined the expression profiles of sRNAs during eight distinct stages of early zebrafish development by sRNA-seq technology. Integrative analyses with a new computational platform of CSZ (characterization of small RNAome for zebrafish) demonstrated an sRNA class transition from piRNAs to miRNAs as development proceeds. We observed that both the abundance and diversity of miRNAs are gradually increased, while the abundance is enhanced more dramatically than the diversity during development. However, although both the abundance and diversity of piRNAs are gradually decreased, the diversity was firstly increased then rapidly decreased. To evaluate the computational accuracy, the expression levels of four known miRNAs were experimentally validated. We also predicted 25 potentially novel miRNAs, whereas two candidates were verified by Northern blots.<h4>Conclusions</h4>Taken together, our analyses revealed the piRNA to miRNA transition as a conserved mechanism in zebrafish, although two different types of sRNAs exhibit distinct expression dynamics in abundance and diversity, respectively. Our study not only generated a better understanding for sRNA regulations in early zebrafish development, but also provided a useful platform for analyzing sRNA-seq data. The CSZ was implemented in Perl and freely downloadable at: http://csz.biocuckoo.org.","hji,kes",0,0,0,2,0.0,,
24524735,QSAR modeling of imbalanced high-throughput screening data in PubChem.,"Many of the structures in PubChem are annotated with activities determined in high-throughput screening (HTS) assays. Because of the nature of these assays, the activity data are typically strongly imbalanced, with a small number of active compounds contrasting with a very large number of inactive compounds. We have used several such imbalanced PubChem HTS assays to test and develop strategies to efficiently build robust QSAR models from imbalanced data sets. Different descriptor types [Quantitative Neighborhoods of Atoms (QNA) and """"biological"""" descriptors] were used to generate a variety of QSAR models in the program GUSAR. The models obtained were compared using external test and validation sets. We also report on our efforts to incorporate the most predictive of our models in the publicly available NCI/CADD Group Web services ( http://cactus.nci.nih.gov/chemical/apps/cap).","hji,kes",0,0,0,2,0.0,,
24564522,Incorporating substrate sequence motifs and spatial amino acid composition to identify kinase-specific phosphorylation sites on protein three-dimensional structures.,"<h4>Background</h4>Protein phosphorylation catalyzed by kinases plays crucial regulatory roles in cellular processes. Given the high-throughput mass spectrometry-based experiments, the desire to annotate the catalytic kinases for in vivo phosphorylation sites has motivated. Thus, a variety of computational methods have been developed for performing a large-scale prediction of kinase-specific phosphorylation sites. However, most of the proposed methods solely rely on the local amino acid sequences surrounding the phosphorylation sites. An increasing number of three-dimensional structures make it possible to physically investigate the structural environment of phosphorylation sites.<h4>Results</h4>In this work, all of the experimental phosphorylation sites are mapped to the protein entries of Protein Data Bank by sequence identity. It resulted in a total of 4508 phosphorylation sites containing the protein three-dimensional (3D) structures. To identify phosphorylation sites on protein 3D structures, this work incorporates support vector machines (SVMs) with the information of linear motifs and spatial amino acid composition, which is determined for each kinase group by calculating the relative frequencies of 20 amino acid types within a specific radial distance from central phosphorylated amino acid residue. After the cross-validation evaluation, most of the kinase-specific models trained with the consideration of structural information outperform the models considering only the sequence information. Furthermore, the independent testing set which is not included in training set has demonstrated that the proposed method could provide a comparable performance to other popular tools.<h4>Conclusion</h4>The proposed method is shown to be capable of predicting kinase-specific phosphorylation sites on 3D structures and has been implemented as a web server which is freely accessible at http://csb.cse.yzu.edu.tw/PhosK3D/. Due to the difficulty of identifying the kinase-specific phosphorylation sites with similar sequenced motifs, this work also integrates the 3D structural information to improve the cross classifying specificity.","hji,kes",0,0,0,2,0.0,,not found
24573477,3D-SURFER 2.0: web platform for real-time search and characterization of protein surfaces.,"The increasing number of uncharacterized protein structures necessitates the development of computational approaches for function annotation using the protein tertiary structures. Protein structure database search is the basis of any structure-based functional elucidation of proteins. 3D-SURFER is a web platform for real-time protein surface comparison of a given protein structure against the entire PDB using 3D Zernike descriptors. It can smoothly navigate the protein structure space in real-time from one query structure to another. A major new feature of Release 2.0 is the ability to compare the protein surface of a single chain, a single domain, or a single complex against databases of protein chains, domains, complexes, or a combination of all three in the latest PDB. Additionally, two types of protein structures can now be compared: all-atom-surface and backbone-atom-surface. The server can also accept a batch job for a large number of database searches. Pockets in protein surfaces can be identified by VisGrid and LIGSITE (csc) . The server is available at http://kiharalab.org/3d-surfer/.","hji,kes",0,0,0,2,0.0,,
24574118,Canto: an online tool for community literature curation.,"<h4>Motivation</h4>Detailed curation of published molecular data is essential for any model organism database. Community curation enables researchers to contribute data from their papers directly to databases, supplementing the activity of professional curators and improving coverage of a growing body of literature. We have developed Canto, a web-based tool that provides an intuitive curation interface for both curators and researchers, to support community curation in the fission yeast database, PomBase. Canto supports curation using OBO ontologies, and can be easily configured for use with any species.<h4>Availability</h4>Canto code and documentation are available under an Open Source license from http://curation.pombase.org/. Canto is a component of the Generic Model Organism Database (GMOD) project (http://www.gmod.org/).","hji,kes",0,0,0,2,0.0,,not about the resource
24588959,Analysis of BRAF(V600E) mutation and DNA methylation improves the diagnostics of thyroid fine needle aspiration biopsies.,"<h4>Background</h4>Thyroid nodules with indeterminate cytological features on fine needle aspiration biopsy specimens (FNABs) have a ~20% risk of thyroid cancer. BRAF(V600E) mutation and DNA methylation are useful markers to distinguish malignant thyroid neoplasm from benign. The aim of this study was to determine whether combined detection of BRAF(V600E) mutation and methylation markers on FNABs could improve the diagnostic accuracy of thyroid cancer.<h4>Methods</h4>Using pyrosequencing and quantitative methylation-specific PCR (Q-MSP) methods, FNABs from 79 and 38 patients with thyroid nodules in training and test groups, respectively, were analyzed for BRAF(V600E) mutation and gene methylation.<h4>Results</h4>BRAF(V600E) mutation was found in 30/42 (71.4%) and 14/20 (70%) FNABs in training and test groups, respectively. All BRAF(V600E)-positive samples were histologically diagnosed as papillary thyroid cancer (PTC) after thyroidectomy. As expected, BRAF mutation was not found in all benign nodules. Moreover, we demonstrated that the five genes, including CALCA, DAPK1, TIMP3, RAR-beta and RASSF1A, were aberrantly methylated in FNABs. Of them, methylation level of DAPK1 in PTCs was significantly higher than that in benign samples (P <0.0001). Conversely, methylation level of RASSF1A in PTCs was significantly lower than that in benign samples (P =0.003). Notably, compared with BRAF mutation testing alone, combined detection of BRAF mutation and methylation markers increased the diagnostic sensitivity and accuracy of PTC with excellent specificity.<h4>Conclusion</h4>Our data have demonstrated that combine analysis of BRAF mutation and DNA methylation markers on FNABs may be a useful strategy to facilitate the diagnosis of malignant thyroid neoplasm, particularly PTC.<h4>Virtual slides</h4>The virtual slide(s) for this article can be found here: http://www.diagnosticpathology.diagnomx.eu/vs/6080878071149177.","hji,kes",0,0,0,2,0.0,,
24801556,Large eddy simulation of transitional flow in an idealized stenotic blood vessel: evaluation of subgrid scale models.,"In the present study, we performed large eddy simulation (LES) of axisymmetric, and 75% stenosed, eccentric arterial models with steady inflow conditions at a Reynolds number of 1000. The results obtained are compared with the direct numerical simulation (DNS) data (Varghese et al., 2007, """"Direct Numerical Simulation of Stenotic Flows. Part 1. Steady Flow,"""" J. Fluid Mech., 582, pp. 253-280). An inhouse code (WenoHemo) employing high-order numerical methods for spatial and temporal terms, along with a 2nd order accurate ghost point immersed boundary method (IBM) (Mark, and Vanwachem, 2008, """"Derivation and Validation of a Novel Implicit Second-Order Accurate Immersed Boundary Method,"""" J. Comput. Phys., 227(13), pp. 6660-6680) for enforcing boundary conditions on curved geometries is used for simulations. Three subgrid scale (SGS) models, namely, the classical Smagorinsky model (Smagorinsky, 1963, """"General Circulation Experiments With the Primitive Equations,"""" Mon. Weather Rev., 91(10), pp. 99-164), recently developed Vreman model (Vreman, 2004, """"An Eddy-Viscosity Subgrid-Scale Model for Turbulent Shear Flow: Algebraic Theory and Applications,"""" Phys. Fluids, 16(10), pp. 3670-3681), and the Sigma model (Nicoud et al., 2011, """"Using Singular Values to Build a Subgrid-Scale Model for Large Eddy Simulations,"""" Phys. Fluids, 23(8), 085106) are evaluated in the present study. Evaluation of SGS models suggests that the classical constant coefficient Smagorinsky model gives best agreement with the DNS data, whereas the Vreman and Sigma models predict an early transition to turbulence in the poststenotic region. Supplementary simulations are performed using Open source field operation and manipulation (OpenFOAM) (""""OpenFOAM,"""" http://www.openfoam.org/) solver and the results are inline with those obtained with WenoHemo.","hji,kes",0,0,0,2,0.0,,
24821260,Transatlantic peer-to-peer learning: an initial feasibility analysis.,"<h4>Introduction</h4>Peer-to-peer learning is a well-established learning modality, which has been shown to improve learning outcomes, with positive implications for clinical practice. The purpose of this pilot study was to explore the feasibility of linking students from North America and Europe with a peer-to-peer learning approach.<h4>Methods</h4>Face and content validity studies were completed on the previously designed and validated online repository http://www.pilgrimshospital.com. Four medical students from the University of Toronto, Canada, were paired with four students from University College Cork, Ireland. Each student was invited to upload two pieces of information learned from a senior colleague that day. Each student was asked to review the information uploaded by their partner, editing with references if needed. Quantitative and qualitative evaluations of the e-peer system were conducted.<h4>Results</h4>Over the study period, the system recorded a total of 10 079 individual page views. Questionnaires completed by participants demonstrated that 6/8 found the system either """"very easy"""" or """"easy"""" to use, whereas all found that the system promoted evidenced-based and self-directed learning. Structured interviews revealed 3 main themes: The Peer Connection, Trust in Data Veracity, and Aid to Clinical Learning.<h4>Conclusion</h4>This pilot study demonstrates it is feasible to link students from separate continents in a community of peer-to-peer learning. This is viewed positively by students and enhances evidenced-based learning, and the aspect of peer connectivity was important to participating students. Such an approach encourages peer cooperation and has the potential to disseminate key clinical learning experiences widely.","hji,kes",0,0,0,2,0.0,,out of scope
24843014,APOBEC3A deaminates transiently exposed single-strand DNA during LINE-1 retrotransposition.,"Long INterspersed Element-1 (LINE-1 or L1) retrotransposition poses a mutagenic threat to human genomes. Human cells have therefore evolved strategies to regulate L1 retrotransposition. The APOBEC3 (A3) gene family consists of seven enzymes that catalyze deamination of cytidine nucleotides to uridine nucleotides (C-to-U) in single-strand DNA substrates. Among these enzymes, APOBEC3A (A3A) is the most potent inhibitor of L1 retrotransposition in cultured cell assays. However, previous characterization of L1 retrotransposition events generated in the presence of A3A did not yield evidence of deamination. Thus, the molecular mechanism by which A3A inhibits L1 retrotransposition has remained enigmatic. Here, we have used in vitro and in vivo assays to demonstrate that A3A can inhibit L1 retrotransposition by deaminating transiently exposed single-strand DNA that arises during the process of L1 integration. These data provide a mechanistic explanation of how the A3A cytidine deaminase protein can inhibit L1 retrotransposition.DOI: http://dx.doi.org/10.7554/eLife.02008.001.","hji,kes",0,0,0,2,0.0,,
24849626,The inhibitory microcircuit of the substantia nigra provides feedback gain control of the basal ganglia output.,"Dysfunction of the basal ganglia produces severe deficits in the timing, initiation, and vigor of movement. These diverse impairments suggest a control system gone awry. In engineered systems, feedback is critical for control. By contrast, models of the basal ganglia highlight feedforward circuitry and ignore intrinsic feedback circuits. In this study, we show that feedback via axon collaterals of substantia nigra projection neurons control the gain of the basal ganglia output. Through a combination of physiology, optogenetics, anatomy, and circuit mapping, we elaborate a general circuit mechanism for gain control in a microcircuit lacking interneurons. Our data suggest that diverse tonic firing rates, weak unitary connections and a spatially diffuse collateral circuit with distinct topography and kinetics from feedforward input is sufficient to implement divisive feedback inhibition. The importance of feedback for engineered systems implies that the intranigral microcircuit, despite its absence from canonical models, could be essential to basal ganglia function. DOI: http://dx.doi.org/10.7554/eLife.02397.001.","hji,kes",0,0,0,2,0.0,,
24861626,A web tool for the design and management of panels of genes for targeted enrichment and massive sequencing for clinical applications.,"Disease targeted sequencing is gaining importance as a powerful and cost-effective application of high throughput sequencing technologies to the diagnosis. However, the lack of proper tools to process the data hinders its extensive adoption. Here we present TEAM, an intuitive and easy-to-use web tool that fills the gap between the predicted mutations and the final diagnostic in targeted enrichment sequencing analysis. The tool searches for known diagnostic mutations, corresponding to a disease panel, among the predicted patient's variants. Diagnostic variants for the disease are taken from four databases of disease-related variants (HGMD-public, HUMSAVAR, ClinVar and COSMIC.) If no primary diagnostic variant is found, then a list of secondary findings that can help to establish a diagnostic is produced. TEAM also provides with an interface for the definition of and customization of panels, by means of which, genes and mutations can be added or discarded to adjust panel definitions. TEAM is freely available at: http://team.babelomics.org.","hji,kes",0,0,0,2,0.0,,
24889386,Imported Plasmodium vivax malaria ex Pakistan.,"<h4>Background</h4>According to WHO, 1.5 million cases of malaria are reported annually in Pakistan. Malaria distribution in Pakistan is heterogeneous, and some areas, including Punjab, are considered at low risk for malaria. The aim of this study is to describe the trend of imported malaria cases from Pakistan reported to the international surveillance systems from 2005 to 2012.<h4>Methods</h4>Clinics reporting malaria cases acquired after a stay in Pakistan between January 1, 2005, and December 31, 2012, were identified from the GeoSentinel (http://www.geosentinel.org) and EuroTravNet (http://www.Eurotravnet.eu) networks. Demographic and travel-related information was retrieved from the database and further information such as areas of destination within Pakistan was obtained directly from the reporting sites. Standard linear regression models were used to assess the statistical significance of the time trend.<h4>Results</h4>From January 2005 to December 2012, a total of 63 cases of malaria acquired in Pakistan were retrieved in six countries over three continents. A statistically significant increasing trend in imported Plasmodium vivax malaria cases acquired in Pakistan, particularly for those exposed in Punjab, was observed over time (p = 0.006).<h4>Conclusions</h4>Our observation may herald a variation in malaria incidence in the Punjab province of Pakistan. This is in contrast with the previously described decreasing incidence of malaria in travelers to the Indian subcontinent, and with reports that describe Punjab as a low risk area for malaria. Nevertheless, this event is considered plausible by international organizations. This has potential implications for changes in chemoprophylaxis options and reinforces the need for increased surveillance, also considering the risk of introduction of autochthonous P. vivax malaria in areas where competent vectors are present, such as Europe.","hji,kes",0,0,0,2,0.0,,references other data resource
24965847,H-DROP: an SVM based helical domain linker predictor trained with features optimized by combining random forest and stepwise selection.,"Domain linker prediction is attracting much interest as it can help identifying novel domains suitable for high throughput proteomics analysis. Here, we report H-DROP, an SVM-based Helical Domain linker pRediction using OPtimal features. H-DROP is, to the best of our knowledge, the first predictor for specifically and effectively identifying helical linkers. This was made possible first because a large training dataset became available from IS-Dom, and second because we selected a small number of optimal features from a huge number of potential ones. The training helical linker dataset, which included 261 helical linkers, was constructed by detecting helical residues at the boundary regions of two independent structural domains listed in our previously reported IS-Dom dataset. 45 optimal feature candidates were selected from 3,000 features by random forest, which were further reduced to 26 optimal features by stepwise selection. The prediction sensitivity and precision of H-DROP were 35.2 and 38.8%, respectively. These values were over 10.7% higher than those of control methods including our previously developed DROP, which is a coil linker predictor, and PPRODO, which is trained with un-differentiated domain boundary sequences. Overall, these results indicated that helical linkers can be predicted from sequence information alone by using a strictly curated training data set for helical linkers and carefully selected set of optimal features. H-DROP is available at http://domserv.lab.tuat.ac.jp.","hji,kes",0,0,0,2,0.0,,iffy
25022716,Impact of prophylactic central neck dissection on oncologic outcomes of papillary thyroid carcinoma: a review.,"Prophylactic neck dissection (PND) for papillary thyroid carcinoma (PTC) is controversial. Our aim was to assess current levels of evidence (LE) according to the Oxford Centre for Evidence-based Medicine ( http://www.cebm.net/?O=1025 ) regarding the oncologic benefits of PND. Data were analyzed via MEDLINE keywords: PTC, differentiated thyroid carcinoma, PND, central lymph node metastases, central compartment, recurrence-free survival. There was conflicting evidence regarding the rate of reoperation for recurrence, with some studies showing a lower rate after PND with increased recurrence-free survival and a higher rate of undetectable pre- and post-ablation thyroglobulin levels (LE 4), whereas other studies did not show a difference (LE 4). Only one study (LE 4) showed improved disease-specific survival with PND. PND may improve recurrence-free survival, although this is supported by only a low LE. Current recommendations can only be based on low-level evidence.","hji,kes",0,0,0,2,0.0,,
25128977,Accurate de novo and transmitted indel detection in exome-capture data using microassembly.,"We present an open-source algorithm, Scalpel (http://scalpel.sourceforge.net/), which combines mapping and assembly for sensitive and specific discovery of insertions and deletions (indels) in exome-capture data. A detailed repeat analysis coupled with a self-tuning k-mer strategy allows Scalpel to outperform other state-of-the-art approaches for indel discovery, particularly in regions containing near-perfect repeats. We analyzed 593 families from the Simons Simplex Collection and demonstrated Scalpel's power to detect long (=30 bp) transmitted events and enrichment for de novo likely gene-disrupting indels in autistic children.","hji,kes",0,0,0,2,0.0,,
25143288,GlycoPattern: a web platform for glycan array mining.,"<h4>Unlabelled</h4>GlycoPattern is Web-based bioinformatics resource to support the analysis of glycan array data for the Consortium for Functional Glycomics. This resource includes algorithms and tools to discover structural motifs, a heatmap visualization to compare multiple experiments, hierarchical clustering of Glycan Binding Proteins with respect to their binding motifs and a structural search feature on the experimental data.<h4>Availability and implementation</h4>GlycoPattern is freely available on the Web at http://glycopattern.emory.edu with all major browsers supported.","hji,kes",0,0,0,2,0.0,,
25150030,Is the Alma Ata vision of comprehensive primary health care viable? Findings from an international project.,"<h4>Background</h4>The 4-year (2007-2011) Revitalizing Health for All international research program (http://www.globalhealthequity.ca/projects/proj_revitalizing/index.shtml) supported 20 research teams located in 15 low- and middle-income countries to explore the strengths and weaknesses of comprehensive primary health care (CPHC) initiatives at their local or national levels. Teams were organized in a triad comprised of a senior researcher, a new researcher, and a 'research user' from government, health services, or other organizations with the authority or capacity to apply the research findings. Multiple regional and global team capacity-enhancement meetings were organized to refine methods and to discuss and assess cross-case findings.<h4>Objective</h4>Most research projects used mixed methods, incorporating analyses of qualitative data (interviews and focus groups), secondary data, and key policy and program documents. Some incorporated historical case study analyses, and a few undertook new surveys. The synthesis of findings in this report was derived through qualitative analysis of final project reports undertaken by three different reviewers.<h4>Results</h4>Evidence of comprehensiveness (defined in this research program as efforts to improve equity in access, community empowerment and participation, social and environmental health determinants, and intersectoral action) was found in many of the cases.<h4>Conclusions</h4>Despite the important contextual differences amongst the different country studies, the similarity of many of their findings, often generated using mixed methods, attests to certain transferable health systems characteristics to create and sustain CPHC practices. These include:1. Well-trained and supported community health workers (CHWs) able to work effectively with marginalized communities2. Effective mechanisms for community participation, both informal (through participation in projects and programs, and meaningful consultation) and formal (though program management structures)3. Co-partnership models in program and policy development (in which financial and knowledge supports from governments or institutions are provided to communities, which retain decision-making powers in program design and implementation)4. Support for community advocacy and engagement in health and social systems decision makingThese characteristics, in turn, require a political context that supports state responsibilities for redistributive health and social protection measures.","hji,kes",0,0,0,2,0.0,,
25161233,TEMPI: probabilistic modeling time-evolving differential PPI networks with multiPle information.,"<h4>Motivation</h4>Time-evolving differential protein-protein interaction (PPI) networks are essential to understand serial activation of differentially regulated (up- or downregulated) cellular processes (DRPs) and their interplays over time. Despite developments in the network inference, current methods are still limited in identifying temporal transition of structures of PPI networks, DRPs associated with the structural transition and the interplays among the DRPs over time.<h4>Results</h4>Here, we present a probabilistic model for estimating Time-Evolving differential PPI networks with MultiPle Information (TEMPI). This model describes probabilistic relationships among network structures, time-course gene expression data and Gene Ontology biological processes (GOBPs). By maximizing the likelihood of the probabilistic model, TEMPI estimates jointly the time-evolving differential PPI networks (TDNs) describing temporal transition of PPI network structures together with serial activation of DRPs associated with transiting networks. This joint estimation enables us to interpret the TDNs in terms of temporal transition of the DRPs. To demonstrate the utility of TEMPI, we applied it to two time-course datasets. TEMPI identified the TDNs that correctly delineated temporal transition of DRPs and time-dependent associations between the DRPs. These TDNs provide hypotheses for mechanisms underlying serial activation of key DRPs and their temporal associations.<h4>Availability and implementation</h4>Source code and sample data files are available at http://sbm.postech.ac.kr/tempi/sources.zip.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,,sample data only
25173705,SeqControl: process control for DNA sequencing.,"As high-throughput sequencing continues to increase in speed and throughput, routine clinical and industrial application draws closer. These 'production' settings will require enhanced quality monitoring and quality control to optimize output and reduce costs. We developed SeqControl, a framework for predicting sequencing quality and coverage using a set of 15 metrics describing overall coverage, coverage distribution, basewise coverage and basewise quality. Using whole-genome sequences of 27 prostate cancers and 26 normal references, we derived multivariate models that predict sequencing quality and depth. SeqControl robustly predicted how much sequencing was required to reach a given coverage depth (area under the curve (AUC) = 0.993), accurately classified clinically relevant formalin-fixed, paraffin-embedded samples, and made predictions from as little as one-eighth of a sequencing lane (AUC = 0.967). These techniques can be immediately incorporated into existing sequencing pipelines to monitor data quality in real time. SeqControl is available at http://labs.oicr.on.ca/Boutros-lab/software/SeqControl/.","hji,kes",0,0,0,2,0.0,,
25260792,Dynamic evolution of clonal epialleles revealed by methclone.,"We describe methclone, a novel method to identify epigenetic loci that harbor large changes in the clonality of their epialleles (epigenetic alleles). Methclone efficiently analyzes genome-wide DNA methylation sequencing data. We quantify the changes using a composition entropy difference calculation and also introduce a new measure of global clonality shift, loci with epiallele shift per million loci covered, which enables comparisons between different samples to gauge overall epiallelic dynamics. Finally, we demonstrate the utility of methclone in capturing functional epiallele shifts in leukemia patients from diagnosis to relapse. Methclone is open-source and freely available at https://code.google.com/p/methclone.","hji,kes",0,0,0,2,0.0,,
25286919,Computing autocatalytic sets to unravel inconsistencies in metabolic network reconstructions.,"<h4>Motivation</h4>Genome-scale metabolic network reconstructions have been established as a powerful tool for the prediction of cellular phenotypes and metabolic capabilities of organisms. In recent years, the number of network reconstructions has been constantly increasing, mostly because of the availability of novel (semi-)automated procedures, which enabled the reconstruction of metabolic models based on individual genomes and their annotation. The resulting models are widely used in numerous applications. However, the accuracy and predictive power of network reconstructions are commonly limited by inherent inconsistencies and gaps.<h4>Results</h4>Here we present a novel method to validate metabolic network reconstructions based on the concept of autocatalytic sets. Autocatalytic sets correspond to collections of metabolites that, besides enzymes and a growth medium, are required to produce all biomass components in a metabolic model. These autocatalytic sets are well-conserved across all domains of life, and their identification in specific genome-scale reconstructions allows us to draw conclusions about potential inconsistencies in these models. The method is capable of detecting inconsistencies, which are neglected by other gap-finding methods. We tested our method on the Model SEED, which is the largest repository for automatically generated genome-scale network reconstructions. In this way, we were able to identify a significant number of missing pathways in several of these reconstructions. Hence, the method we report represents a powerful tool to identify inconsistencies in large-scale metabolic networks.<h4>Availability and implementation</h4>The method is available as source code on http://users.minet.uni-jena.de/~m3kach/ASBIG/ASBIG.zip.<h4>Contact</h4>christoph.kaleta@uni-jena.de<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,,
25329667,Accurate assignment of significance to neuropeptide identifications using Monte Carlo k-permuted decoy databases.,"In support of accurate neuropeptide identification in mass spectrometry experiments, novel Monte Carlo permutation testing was used to compute significance values. Testing was based on k-permuted decoy databases, where k denotes the number of permutations. These databases were integrated with a range of peptide identification indicators from three popular open-source database search software (OMSSA, Crux, and X! Tandem) to assess the statistical significance of neuropeptide spectra matches. Significance p-values were computed as the fraction of the sequences in the database with match indicator value better than or equal to the true target spectra. When applied to a test-bed of all known manually annotated mouse neuropeptides, permutation tests with k-permuted decoy databases identified up to 100% of the neuropeptides at p-value < 10(-5). The permutation test p-values using hyperscore (X! Tandem), E-value (OMSSA) and Sp score (Crux) match indicators outperformed all other match indicators. The robust performance to detect peptides of the intuitive indicator """"number of matched ions between the experimental and theoretical spectra"""" highlights the importance of considering this indicator when the p-value was borderline significant. Our findings suggest permutation decoy databases of size 1�105 are adequate to accurately detect neuropeptides and this can be exploited to increase the speed of the search. The straightforward Monte Carlo permutation testing (comparable to a zero order Markov model) can be easily combined with existing peptide identification software to enable accurate and effective neuropeptide detection. The source code is available at http://stagbeetle.animal.uiuc.edu/pepshop/MSMSpermutationtesting.","hji,kes",0,0,0,2,0.0,,
25340248,"Head Injury: Triage, Assessment, Investigation and Early Management of Head Injury in Children, Young People and Adults","For the purposes of this guideline, head injury is defined as any trauma to the head other than superficial injuries to the face. Head injury is the commonest cause of death and disability in people aged 1�40 years in the UK. Data for head injury are recorded in the Hospital Episode Statistics (http://www.hscic.gov.uk/hes). Each year, 1.4 million people attend emergency departments in England and Wales with a recent head injury. Between 33% and 50% of these are children aged under 15 years. Annually, about 200,000 people are admitted to hospital with head injury. Of these, one-fifth have features suggesting skull fracture or have evidence of brain damage. Most patients recover without specific or specialist intervention, but others experience long-term disability or even die from the effects of complications that could potentially be minimised or avoided with early detection and appropriate treatment. The incidence of death from head injury is low, with as few as 0.2% of all patients attending emergency departments with a head injury dying as a result of this injury. Ninety five per cent of people who have sustained a head injury present with a normal or minimally impaired conscious level (Glasgow Coma Scale [GCS] greater than 12) but the majority of fatal outcomes are in the moderate (GCS 9�12) or severe (GCS 8 or less) head injury groups, which account for only 5% of attenders. Therefore, emergency departments see a large number of patients with minor or mild head injuries and need to identify the very small number who will go on to have serious acute intracranial complications. It is estimated that 25�30% of children aged under 2 years who are hospitalised with head injury have an abusive head injury. This guideline has updated some of the terminology used in relation to safeguarding children and vulnerable adults. The previous head injury guideline produced by NICE in 2003 (NICE clinical guideline 4) and updated in 2007 (NICE clinical guideline 56) resulted in CT scanning replacing skull radiography as the primary imaging modality for assessing head injury. It also led to an increase in the proportion of people with severe head injury having their care managed in specialist centres. This has been associated with a decline in fatality among patients with severe head injury. This update is needed because of the continuing importance of up-to-date evidence-based guidance on the initial assessment and early management of head injury. Appropriate guidance can enable early detection and treatment of life-threatening brain injury, where present, but also early discharge of patients with negligible risk of brain injury. It can therefore save lives while at the same time preventing needless crowding in emergency departments and observation wards. Further key NHS changes have driven the scope of this update. These include the introduction in 2012 of regional trauma networks with major trauma triage tools within NHS England; the extension of indications for anticoagulation therapy; the expanding use of biomarkers to guide emergent clinical management in other conditions, such as chest pain; and the establishment of local safeguarding boards. The last of these addresses the requirement for front-line clinical staff to assess not only the severity of the head injury but also why it occurred.","hji,kes",0,0,0,2,0.0,,clinical
25341068,"Udock, the interactive docking entertainment system.","Protein-protein interactions play a crucial role in biological processes. Protein docking calculations' goal is to predict, given two proteins of known structures, the associate conformation of the corresponding complex. Here, we present a new interactive protein docking system, Udock, that makes use of users' cognitive capabilities added up. In Udock, the users tackle simplified representations of protein structures and explore protein-protein interfaces' conformational space using a gamified interactive docking system with on the fly scoring. We assumed that if given appropriate tools, a na�ve user's cognitive capabilities could provide relevant data for (1) the prediction of correct interfaces in binary protein complexes and (2) the identification of the experimental partner in interaction among a set of decoys. To explore this approach experimentally, we conducted a preliminary two week long playtest where the registered users could perform a cross-docking on a dataset comprising 4 binary protein complexes. The users explored almost all the surface of the proteins that were available in the dataset but favored certain regions that seemed more attractive as potential docking spots. These favored regions were located inside or nearby the experimental binding interface for 5 out of the 8 proteins in the dataset. For most of them, the best scores were obtained with the experimental partner. The alpha version of Udock is freely accessible at http://udock.fr.","hji,kes",0,0,0,2,0.0,,
25344501,iDoComp: a compression scheme for assembled genomes.,"<h4>Motivation</h4>With the release of the latest next-generation sequencing (NGS) machine, the HiSeq X by Illumina, the cost of sequencing a Human has dropped to a mere $4000. Thus we are approaching a milestone in the sequencing history, known as the $1000 genome era, where the sequencing of individuals is affordable, opening the doors to effective personalized medicine. Massive generation of genomic data, including assembled genomes, is expected in the following years. There is crucial need for compression of genomes guaranteed of performing well simultaneously on different species, from simple bacteria to humans, which will ease their transmission, dissemination and analysis. Further, most of the new genomes to be compressed will correspond to individuals of a species from which a reference already exists on the database. Thus, it is natural to propose compression schemes that assume and exploit the availability of such references.<h4>Results</h4>We propose iDoComp, a compressor of assembled genomes presented in FASTA format that compresses an individual genome using a reference genome for both the compression and the decompression. In terms of compression efficiency, iDoComp outperforms previously proposed algorithms in most of the studied cases, with comparable or better running time. For example, we observe compression gains of up to 60% in several cases, including H.sapiens data, when comparing with the best compression performance among the previously proposed algorithms.<h4>Availability</h4>iDoComp is written in C and can be downloaded from: http://www.stanford.edu/~iochoa/iDoComp.html (We also provide a full explanation on how to run the program and an example with all the necessary files to run it.).","hji,kes",0,0,0,2,0.0,,
